Name,Geber,Art,NJahr,Anschrift,Politikbereich,Zweck,Betrag
Akkordio e. Kfm.,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Lietzenburger Straße 107, 10707 Berlin",Arbeit,Lohnkostenzuschuss für Akkordio e. K.,790
AKKURAT STUDIOS GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Besselstraße 13, 10969 Berlin",Wirtschaft,Coaching,3600
aklamio GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Hagelberger Straße 11, 10965 Berlin",Wirtschaft,Design und Aufbau eines Data-Vaults,20000
aklamio GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Hagelberger Straße 11, 10965 Berlin",Wirtschaft,Entwicklung und Markteinführung Viral Score,770000
aklamio GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Hagelberger Straße 11, 10965 Berlin",Wirtschaft,Forschungsarbeiten zum Viral Score,337215
aklamio GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Hauptstraße 27, 10827 Berlin",Wirtschaft,Einführung von Qualitätssicherung im Data-Engineering,20000
aklamio GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Hauptstraße 27, 10827 Berlin",Wirtschaft,Empfehlungsstrategien,920000
aklamio GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Hauptstraße 27, 10827 Berlin",Wirtschaft,Empfehlungsstrategien_16,338039
aklamio GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Hauptstraße 27, 10827 Berlin",Wirtschaft,Errichtung einer Betriebsstätte,1548000
AKOMA Bildung & Kultur,Bezirksamt Steglitz-Zehlendorf,Projektförderung,2017,"Wilhelmsaue 13, 10715 Berlin",Gesundheit,Vorbereitung zur Erarbeitung eines Integrationsleitbildes,7490
Aktion Courage e. V.,"Senatsverwaltung für Arbeit, Integration und Frauen",Projektförderung,2016,"Ahornstraße 5, 10787 Berlin",Antidiskriminierung,"Landeskoordination ""Schule ohne Rassismus - Schule mit Courage"" in Berlin",137626
Aktion Courage e. V.,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2017,"Ahornstraße 5, 10787 Berlin",Antidiskriminierung,"Landeskoordination ""Schule ohne Rassismus - Schule mit Courage""",160586
Aktion Courage e. V.,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2018,"Ahornstraße 5, 10787 Berlin",Antidiskriminierung,"Landeskoordination ""Schule ohne Rassismus - Schule mit Courage"" Berlin",260985
Aktion Courage e. V. - SOS Rassismus,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2019,"Ahornstraße 5, 10787 Berlin",Antidiskriminierung,"Landeskoordination ""Schule ohne Rassismus - Schule mit Courage"" Berlin",266791
Aktion Courage e. V. - SOS Rassismus,"Senatsverwaltung für Justiz, Verbraucherschutz und Antidiskriminierung",Projektförderung,2020,"Ahornstraße
 5, 10787 Berlin",Antidiskriminierung,"Landeskoordination ""Schule ohne Rassismus - Schule mit Courage"" Berlin",301532
Aktion gegen den Hunger gGmbH,Senatsverwaltung für Kultur und Europa,Projektförderung,2018,"Wallstraße 15a, 10179 Berlin",Kultur,Berlin Human Rights Film Festival,44000
Aktion gegen den Hunger gGmbH,Senatsverwaltung für Kultur und Europa,Projektförderung,2020,"Wallstraße 15 a, 10179 Berlin",Kultur,HRFFB - Forum,55000
aktion weitblick betreutes wohnen gGmbH,Senatsverwaltung für Gesundheit und Soziales,Projektförderung,2016,"Markelstraße 24a, 12163 Berlin",Soziales,Freizeitclub Treitschkestr.,34986
aktion weitblick betreutes wohnen gGmbH,Senatsverwaltung für Gesundheit und Soziales,Projektförderung,2016,"Markelstraße 24a, 12163 Berlin",Soziales,Lotse Berlin (Region Süd-West),52729
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Markelstraße 24a, 12163 Berlin",Soziales,"Lotse Berlin
Beratung - Orientierung - Vermittlung
Unterstütztes Wohnen für volljährige Menschen mit Behinderung",54273
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2017,"Treitschkestraße 16, 12163 Berlin",Soziales,Freizeitclub,36241
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Markelstraße 24a, 12163 Berlin",Soziales,Freizeitclub,36430
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2018,"Markelstraße 24a, 12163 Berlin",Soziales,Lotse Berlin - Beratung - Orientierung - Vermittlung - Unterstütztes Wohnen für volljährige Menschen mit Behinderung,56108
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Markelstraße 24a, 12163 Berlin",Soziales,Freizeitclub,37596
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2019,"Markelstraße 24a, 12163 Berlin",Soziales,"Lotse Berlin
Beratung - Orientierung - Vermittlung
Unterstütztes Wohnen für volljährige Menschen mit Behinderung",63955
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Markelstraße
 24a, 12163 Berlin",Soziales,Freizeitclub,39100
aktion weitblick betreutes wohnen gGmbH,"Senatsverwaltung für Integration, Arbeit und Soziales",Projektförderung,2020,"Markelstraße
 24a, 12163 Berlin",Soziales,"Lotse Berlin
Beratung - Orientierung - Vermittlung
Unterstütztes Wohnen für volljährige Menschen mit Behinderung",63579
Aktionsgemeinschaft Solidarische Welt e. V. ASW,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Potsdamer Straße 89, 10785 Berlin",Wirtschaft,bundesweite Rundreise mit indischem Agrar-Aktivisten Dr. Ramanjaneyulu,2000
Aktionszentrum Forum Rauchfrei e. V.,Bezirksamt Friedrichshain-Kreuzberg,Projektförderung,2016,"Müllenhoffstraße 17, 10965 Berlin",Gesundheit,Präventionsarbeit,7782
Aktionszentrum Forum Rauchfrei e. V.,Bezirksamt Friedrichshain-Kreuzberg,Projektförderung,2017,"Müllenhoffstraße 17, 10967 Berlin",Gesundheit,Präventionsarbeit,1946
Aktiv Gesundheitssportverein Berlin e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2016,"Schönhauser Allee 118, 10437 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,6150
Aktiv Gesundheitssportverein Berlin e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2017,"Schönhauser Allee 118, 10437 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,4980
Aktiv Gesundheitssportverein Berlin e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2018,"Schönhauser Allee 118, 10437 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,9610
Aktiv Gesundheitssportverein Berlin e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Schönhauser Allee 118, 10437 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,7110
Aktiv Gesundheitssportverein Berlin e. V.,Senatsverwaltung für Inneres und Sport,Projektförderung,2020,"Schönhauser Allee 118, 10437 Berlin",Sport,Kosten für die Beschäftigung von Übungsleitern,7533
Aktives Museum Faschismus und Widerstand in Berlin e. V.,"Senatsverwaltung für Bildung, Jugend und Familie",Projektförderung,2019,"Stauffenbergstraße 13-14, 10785 Berlin",Bildung,"""Begleitprogramm und didaktische Handreichung zur Ausstellung 'Extreme rechte und Gegenwehr in Berlin nach 1945' """,4987
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatskanzlei - Kulturelle Angelegenheiten -,Institutionelle Förderung,2016,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Verwendung für satzungsgemäße Aufgaben,263307
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,institutionelle Förderung,2017,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Verwendung für satzungsgemäße Aufgaben,279959
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,institutionelle Förderung,2018,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Verwendung für satzungsgemäße Aufgaben sowie für die Aufgaben der Koordinierungsstelle Stolpersteine,289115
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,institutionelle Förderung,2019,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Verwendung für satzungsgemäße Aufgaben sowie für die Aufgaben der Koordinierungsstelle Stolpersteine,294874
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,institutionelle Förderung,2020,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Verwendung für satzungsgemäße Aufgaben sowie für die Aufgaben der Koordinierungsstelle Stolpersteine,305103
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2017,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Ins Niemandsland. Die Ausweisung polnischer Jüdinnen und Juden aus Berlin im Oktober 1938,9680
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2018,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,"""Ins Niemandsland. Die Ausweisung polnischer Jüdinnen und Juden aus Berlin im Oktober 1938""",15000
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2018,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,5 Gedenktafeln,13487
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2019,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Ersatztafel für Fritz Kreisler,3372
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2019,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Gedenktafel für Heinz Brandt,3372
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2019,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Konzeptentwicklung für eine Kompetenzstelle historische Stadtmarkierungen,2800
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2020,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,Gedenktafel für F. Elsass u. L. Mehlhorn,6843
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2020,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,"Gedenktafeln für Lotte Eisner, Erna Lugebiel, Erich Kästner",10115
Aktives Museum Faschismus und Widerstand in Berlin e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2020,"Stauffenbergstraße 13-14, 10785 Berlin",Kultur,vorbereitende Maßnahmen zur Einrichtung einer Koordinierungsstelle Historische Stadtmarkierungen,61440
aktivverbund e. V.,Bezirksamt Spandau,Projektförderung,2018,"Pichelsdorfer Straße 33, 13595 Berlin",Soziales,Fluchtwohnung in Spandau,5000
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Am Borsigturm 100, 13507 Berlin",Wirtschaft,Durchführung und Betreuung von Pilotprojekten und -anlagen,20000
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Am Borsigturm 100, 13507 Berlin",Wirtschaft,Entwicklung eines Hybridwasseraufbereitungsverfahrens aus Flotation und Filtration für Lagerstättenwasser und Raffinerieabwasser_32,70108
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Am Borsigturm 100, 13507 Berlin",Wirtschaft,Entwicklung eines Hybridwasseraufbereitungsverfahrens aus Flotation und Filtration für Lagerstättenwasser und Raffinerieabwasser_35,420000
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Am Borsigturm 100, 13507 Berlin",Wirtschaft,Errichtung einer Betriebsstätte,30300
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Am Borsigturm 100, 13507 Berlin",Wirtschaft,Produktdesign für akvoFloat,13902
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Fasanenstraße 1 , 10623 Berlin",Wirtschaft,Coaching,1920
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Am Borsigturm, 100, 13507 Berlin",Wirtschaft,Technologie- und Wissenstransfer,15000
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Am Borsigturm 100, 13507 Berlin",Wirtschaft,IFAT 2020 in München 07.09.-11.09.2020,4100
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Straße des 17. Juni 135 c/o TU Berlin, Sekretariat KWT 9, 10623 Berlin",Wirtschaft,Coaching,2550
akvola Technologies GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Straße des 17. Juni 135, 10623 Berlin",Wirtschaft,Durchführung und Betreuung von Pilotprojekten und -anlagen,20000
Akzent e. V.,Bezirksamt Spandau,Projektförderung,2016,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Stadtteilorientierte Arbeit mit Kindern und Jugendlichen,36000
Akzent e. V.,Bezirksamt Spandau,Projektförderung,2017,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Hallenzelte Goldbeckweg (Masterplan Integration und Sicherheit),11500
Akzent e. V.,Bezirksamt Spandau,Projektförderung,2017,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Solaranlage Goldbeckweg (Masterplan Integration und Sicherheit),36000
Akzent e. V.,Bezirksamt Spandau,Projektförderung,2017,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Wochenend-Öffnung JFE Haveleck / Goldbeckweg,34500
Akzent e. V.,Bezirksamt Spandau,Projektförderung,2019,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Wochenend-Öffnung JFE Haveleck / Goldbeckweg,34500
Akzent e. V.,Bezirksamt Spandau,Projektförderung,2020,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Wochenend-Öffnung JFE Haveleck / Goldbeckweg,44750
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2017,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Arbeit mit geflüchteten Menschen,5000
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2017,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Stadtteilorientierte Arbeit mit Kindern und Jugendlichen,36000
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2018,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Arbeit mit jugendlichen Geflüchteten und Familien,5000
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2018,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Stadtteilorientierte Arbeit mit Kindern und Jugendlichen,38000
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2018,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Wochenend-Öffnung JFE Haveleck / Goldbeckweg,34500
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2019,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Arbeit mit jugendlichen Geflüchteten und Familien,5000
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2019,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Stadtteilorientierte Arbeit mit Kindern und Jugendlichen,38000
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2020,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Arbeit mit jugendlichen Geflüchteten und Familien,5000
AKZENT e. V. Verein für Jugendkultur,Bezirksamt Spandau,Projektförderung,2020,"c/o JFE Haveleck, Pulvermühlenweg 10, 13599 Berlin",Jugend,Stadtteilorientierte Arbeit mit Kindern und Jugendlichen,40000
Akzeptanz-Vertrauen-Perspektive (AVP),Senatsverwaltung für Inneres und Sport,Projektförderung,2018,"Luisenstraße 129, 40215 Düsseldorf","Sicherheit, Ordnung",streetwork@online.de,167820
Akzeptanz-Vertrauen-Perspektive (AVP),Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Luisenstraße 129, 40215 Düsseldorf","Sicherheit, Ordnung",streetwork@online.de,184396
Al Furqan e. V.,Senatsverwaltung für Kultur und Europa,Projektförderung,2020,"Drontheimer Straße 32 a, 13559 Berlin","Kirchen, Religions-, Weltanschauungsgemeinschaften","Teilsicherung der sozialen, integrativen und religionsübergreifenden Projektarbeit von religiös und weltanschaulich tätigen Gemeinschaften",4594
A-LabInsider UG (haftunsgbeschränkt),"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Röbellweg 26, 13125 Berlin",Wirtschaft,"Aufbau einer erweiterten analytischen Plattform zum Vergleich der Leistungen der akademischen Labore, entwickelt speziell für die Studenten der Naturwissenschaften",20000
Alacris Theranostics GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2017,"Max-Planck-Straße 3, 12489 Berlin",Wirtschaft,Coaching,1700
Alacris Theranostics GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Max Planck Straße 3, 12489 Berlin",Wirtschaft,Coaching,1700
Alacris Theranostics GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2018,"Max-Planck-Straße 3, 12489 Berlin",Wirtschaft,Betriebsverlagerung,89151
Alacris Theranostics GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Fabeckstraße 60 - 62, 14195 Berlin",Wirtschaft,Coaching_1,2720
Alacris Theranostics GmbH,"Senatsverwaltung für Wirtschaft, Technologie und Forschung",Projektförderung,2016,"Fabeckstraße 60 - 62, 14195 Berlin",Wirtschaft,Coaching_2,2720
Alarmsysteme und Elektrotechnik GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2020,"Langhansstraße 148, 13086 Berlin",Wirtschaft,Plug-in-Hybrid,3000
alato GmbH,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",Projektförderung,2019,"Alboinstraße 11, 12103 Berlin",Wirtschaft,Erweiterung einer Betriebsstätte,45870
Alba Berlin,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Cantianstraße 24, 10437 Berlin",Sport,Kosten für die Beschäftigung von hauptberuflichen Trainern mit Schwerpunkt im Kinder- und Jugendsport,7826
ALBA Berlin Basketballteam,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Cantianstraße 24, 10437 Berlin",Sport,"Durchführung eines Projektes ""Sport im Park""",7200
ALBA BERLIN Basketballteam,Senatsverwaltung für Inneres und Sport,Projektförderung,2019,"Cantianstraße 24, 10437 Berlin",Sport,Projekt zur Integration von Geflüchteten in den Berliner Basketballsport,84500
ALBA Berlin Basketballteam e. V.,Bezirksamt Mitte,Projektförderung,2017,"Cantianstraße 24, 10437 Berlin",Sport,Koordination und nachhaltige Etablierung des sportbetonten Bildungsverbundes Wedding,30000
